@lat,@lon,addr:housenumber,addr:street,addr:postcode
50.9754227,-114.0787024,111,Haddon Road SW,T2V 2Y2
51.0938625,-113.9982406,45,Hopewell Way NE,T3J 4V7
50.8915097,-114.1572831,96187,Highway 22X,T1S 2R9
51.0148138,-114.0140252,4312,Ogden Road SE,T2G 4V3
51.0466548,-114.0783667,727,7 Avenue SW,T2P 0Z5
51.0465993,-114.0775194,717,7 Avenue SW,T2P 0Z3
51.0457458,-114.0797195,815,8 Avenue SW,T2P 3P2
51.0471654,-114.0765803,706,7 Avenue SW,T2P 0Z1
51.0467417,-114.0814716,909,7 Avenue SW,T2P 2A8
51.0441187,-114.0791980,752,10 Avenue SW,T2R 0A9
51.0466062,-114.0766685,707,7 Avenue SW,T2P 3H6
51.0460726,-114.0741226,604,8 Avenue SW,T2P 1G4
51.0455214,-114.0718598,505,8 Avenue SW,T2P 1G2
51.0453887,-114.0665353,219,8 Avenue SW;Stephen Avenue,T2P 1B7
51.0450020,-114.0673744,850,2 Street SW,T2P 7N2
51.0455989,-114.0745047,607,8 Avenue SW,T2P 0A7
51.0460919,-114.0745518,610,8 Avenue SW,T2P 1G5
51.0461644,-114.0749771,620,8 Avenue SW,T2P 1G4
51.0461273,-114.0752495,624,8 Avenue SW,T2P 1G4
51.0461743,-114.0754146,628,8 Avenue SW,T2P 1G4
51.0456083,-114.0750074,617,8 Avenue SW,T2P 1H1
51.0453213,-114.0816139,902,9 Avenue SW,T2P 1L8
51.0237029,-114.1097317,3409,20 Street SW,T2T 4Z6
51.0236588,-114.1107191,2123,33 Avenue SW,T2T 1Z7
51.0233650,-114.1099148,3411,20 Street SW,T2T 4Z6
51.0045651,-114.1314994,25,Richard Way SW,T3E 7M8
51.0049469,-114.1305349,11,Richard Way SW,T3E 7M8
51.0055822,-114.1328115,37,Richard Way SW,T3E 7M8
50.9862976,-114.0898941,1312,75 Avenue SW,T2V 0S6
50.9019942,-114.0485854,139,Sunmills Drive SE,T2X 2R1
51.0105068,-114.0776767,4804,6 Street SW,T2S 2N3
51.0325221,-114.1015063,2418,17 Street SW,T2T 4M8
51.0100580,-114.0797575,4811,6 Street SW,T2S 2N5
51.0321328,-114.1015278,2508,17 Street SW,T2T 4M8
51.0253070,-114.0724757,3204,Rideau Place SW,T2S 1Z2
51.0246718,-114.0720910,3232,Rideau Place SW,T2S 1Z3
51.0239849,-114.0720302,3316,Rideau Place SW,T2S 1Z4
51.0235846,-114.0730517,3339,Rideau Place SW,T2S 1Z5
50.9895253,-114.0406653,7261,11 Street SE,T2H 2S1
50.9791740,-114.0593713,8302,Fairmount Drive SE,T2H 0Y8
50.9505652,-113.9959669,11500,29 Street SE,T2Z 3W9
51.0162825,-114.0601469,220,42 Avenue SE,T2G 1Y4
50.8761696,-114.0493891,115,Sheriff King Point SW,T0L 0X0
51.0226786,-114.1134692,2233,34 Avenue SW,T2T 6N2
51.0408257,-114.0668068,220,13 Avenue SW,T2R 1L6
51.0422263,-114.0668123,211,11 Avenue SW,T2R 0C6
51.0418560,-114.0668407,220,12 Avenue SW,T2R 0E9
51.0413353,-114.0677934,239,12 Avenue SW,T2R 1H7
51.0416054,-114.0614039,1119,12 Avenue SE,T2G 0Z9
51.0372116,-114.0618101,138,18 Avenue SE,T2G 5P9
51.0398194,-114.0644593,126,14 Avenue SW,T2R 0L9
51.0411370,-114.0617412,133,12 Avenue SE,T2G 0Z9
51.0411601,-114.0629960,105,12 Avenue SE,T2G 1A1
51.0374182,-114.0599451,218,18 Avenue SE,T2G 1L1
51.0383106,-114.0589361,1501,Macleod Trail SE,T2G 2N6
51.0402303,-114.0677383,225,13 Avenue SW,T2R 1N8
51.0367840,-114.0590818,1807,Macleod Trail SE,T2G 2N9
51.0376104,-114.0591783,235,17 Avenue SE,T2G 1H5
51.0418964,-114.0702751,340,12 Avenue SW,T2R 0H2
51.0381425,-114.0650768,120,17 Avenue SW,T2S 2T2
51.0418981,-114.0687385,310,12 Avenue SW,T2R 1B5
51.0303178,-114.0726485,524,Elbow Drive SW,T2S 2H6
50.9430493,-114.0425151,927,Lake Sylvan Drive SE,T2J 2P8
51.0380835,-114.0690737,308,17 Avenue SW,T2S 0A8
51.0520974,-114.0943760,1443,Kensington Road NW,T2N 3R1
51.0413531,-114.0338658,1308,9 Avenue SE,T2G 0T3
51.0423074,-114.0336690,1240,8 Avenue SE,T2G 0M7
50.9267057,-114.0289256,83,Deerpoint Road SE,T2J 6W5
50.9247774,-114.0333258,253,Parkland Way SE,T2J 3Y9
50.9246294,-114.0333423,253,Parkland Way SE,T2J 3Y9
51.0435589,-114.0882233,1130,11 Avenue SW,T2R 0G4
51.0380210,-114.0765360,634-638,17 Avenue SW,T2S 0B4
51.0381630,-114.0756569,620,17 Avenue SW,T2S 0B4
51.0381070,-114.0761008,630,17 Avenue SW,T2S 0B4
51.0380782,-114.0754718,616/618,17 Avenue SW,T2S 0B4
51.0381026,-114.0736690,534,17 Avenue SW,T2S 0B1
51.0380790,-114.0733127,532,17 Avenue SW,T2S 0B1
51.0380841,-114.0724403,514,17 Avenue SW,T2S 0B1
51.0397944,-114.0821409,1403,8 Street SW,T2R 1B8
51.0397920,-114.0813137,1414,8 Street SW,T2R 1J6
51.0403271,-114.0820463,1333,8 Street SW,T2R 1M6
51.0393643,-114.0812455,836,15 Avenue SW,T2R 1S2
51.0393603,-114.0822750,1419,8 Street SW,T2R 1B8
51.0380787,-114.0789416,736,17 Avenue SW,T2S 0B7
51.0380636,-114.0772523,706,17 Avenue SW,T2S 0B7
51.0381698,-114.0751095,610,17 Avenue SW,T2S 0B4
51.0375111,-114.0746210,601,17 Avenue SW,T2S 0B3
51.0376116,-114.0744616,601,17 Avenue SW,T2S 0B3
51.0375988,-114.0718200,501/503,17 Avenue SW,T2S 0A9
51.0381280,-114.0780867,720,17 Avenue SW,T2S 0B7
51.0380904,-114.0787026,730,17 Avenue SW,T2S 0B7
51.0376502,-114.0791023,727,17 Avenue SW,T2S 0B6
50.9768620,-114.1382123,43,Oakmount Court SW,T2V 5B9
51.0449593,-114.0594575,205,8 Avenue SE,T2G 0K9
50.9928923,-114.0708358,6806,Macleod Trail S,T2H 0L3
50.9909590,-114.0704509,9206,Macleod Trail S,T2J 0P5
51.0100671,-114.0471104,711,48 Avenue SE,T2G 4X2
51.0073641,-114.0627329,141,50 Avenue SE,T2G 4S7
51.0295383,-114.0300626,2808,Ogden Road SE,T2G 4R7
51.0399788,-114.0302808,1420,9 Avenue SE,T2G 0T5
51.0600632,-114.0539933,908,Edmonton Trail NE,T2E 3K1
51.0380460,-114.0846508,1008,17 Avenue SW,T2T 0A5
51.0375689,-114.0860087,1029,17 Avenue SW,T2T 0A9
51.0385454,-114.0874096,1114,16 Avenue SW,T2R 0T6
51.0385643,-114.0877870,1118,16 Avenue SW,T2R 0T6
51.0384462,-114.0869941,1104,16 Avenue SW,T2R 0T6
51.0385837,-114.0869840,1513,10 Street SW,T2R 1E8
51.0380459,-114.0877258,1112-1116,17 Avenue SW,T2T 0B4
51.0380765,-114.0859499,1032,17 Avenue SW,T2T 0A5
50.9186693,-114.0881226,14826,Millrise Hill SW,T2Y 2B4
51.0548638,-114.0716221,25,Prince's Island Park SW,T2P 0R1
51.0637182,-114.1656082,5466,Edworthy Street SW,T3C 3B2
51.0189994,-114.1705888,5680,Signal Hill Centre SW,T3H 3P8
51.0489802,-114.0340911,10,11A Street NE,T2E 4Z3
51.0446469,-114.1019941,1802,10 Avenue SW,T3C 0J8
51.0535059,-114.0486315,658,1 Avenue NE,T2E 0B6
51.0544770,-114.0476981,711,2 Avenue NE,T2E 7W8
51.1288274,-114.1545214,84,Edgebyne Crescent NW,T3A 4B3
50.9936280,-114.0114757,2011,66 Avenue SE,T2C 1J4
50.9876690,-114.0390688,1221,73 Avenue SE,T2H 2X1
50.9880615,-114.0411791,7373,11 Street SE,T2H 2S1
50.9926522,-114.0415992,6825,11 Street SE,T2H 2S1
51.0405674,-114.0550836,421,12 Avenue SE,T2G 1A5
51.0388711,-114.0640442,114,15 Avenue SW,T2R 0P5
51.0285820,-114.0522696,2808,Spiller Road SE,T2G 4H3
51.0292482,-114.0648832,105,26 Avenue SW,T2S 0M3
51.0275329,-114.0467040,3063,Dartmouth Road SE,T2G 0E1
51.0375832,-114.0651731,115,17 Avenue SW,T2S 0A1
51.0299151,-114.1169684,2433,26 Avenue SW,T2T 5Y5
51.0184814,-114.1223442,4041,Breskens Drive SW,T3E 7M1
51.0193828,-114.1209920,2521,Dieppe Avenue SW,T3E 7J9
51.0193806,-114.1200384,2509,Dieppe Avenue SW,T3E 7J9
51.0175334,-114.1200318,2514,Battleford Avenue SW,T3E 7L1
50.9975456,-114.1303895,3304,63 Avenue SW,T3E 5K1
50.9016371,-114.0329773,1039,Suncastle Drive SE,T2X 2Z1
50.9016016,-114.0305000,660,Sunmills Drive SE,T2X 3R5
50.9120890,-114.0117996,15583,Bow Bottom Trail SE,T2J 5G3
51.1488982,-114.0086788,10,Freeport Boulevard NE,T3J 4X7
51.0479346,-114.0497552,618,Confluence Way SE,T2G 0G1
51.1039649,-114.1544846,4740,Dalton Drive NW,T3A 2H4
51.1035273,-114.1550237,4740,Dalton Drive NW,T3A 2H4
51.0841581,-113.9990619,3515,26 Street NE,T1Y 7E3
51.0471778,-114.0660248,225,6 Avenue SW,T2P 1N2
51.0427617,-114.0867544,1111,11 Avenue SW,T2R 0G5
50.9937410,-114.0770039,700,67 Avenue SW,T2V 2H3
51.0105251,-114.1235387,4820,Richard Road SW,T3E 6L1
51.0099047,-114.1269668,4954,Richard Road SW,T3E 6L1
51.0105023,-114.1260976,4838,Richard Road SW,T3E 6L1
51.1374879,-114.1796798,106,Hawkland Place NW,T3G 3R8
51.1375515,-114.1798338,110,Hawkland Place NW,T3G 3R8
51.1376470,-114.1799966,114,Hawkland Place NW,T3G 3R8
51.1371823,-114.1800759,105,Hawkland Place NW,T3G 3R8
51.1372514,-114.1802156,109,Hawkland Place NW,T3G 3R8
51.1373434,-114.1803871,113,Hawkland Place NW,T3G 3R8
51.1374151,-114.1805098,117,Hawkland Place NW,T3G 3R8
51.0368400,-114.1939369,7375,17 Avenue SW,T3H 3W5
51.1183203,-114.1773043,6915,Ranchview Drive NW,T3G 1R8
51.1259711,-114.1873143,20,Hawkwood Drive NW,T3G 2W2
51.0793497,-114.1751472,3125,Bowwood Drive NW,T3B 2E7
51.0345516,-114.1945166,150,Ambrose Circle SW,T3H 0L5
51.0441647,-114.0630259,101,9 Avenue SW,T2P 1J9
50.9936749,-114.0726522,6711,Macleod Trail SW,T2H 2T3
50.9872978,-114.0725860,7413,Macleod Trail S,T2H 0L8
50.9825353,-114.0587988,8038,Fairmount Drive SE,T2H 0Y1
50.9928715,-114.0852689,1016,68 Avenue SW,T2V 4J2
50.9935713,-114.0854621,1011,Glenmore Trail SW,T2V 4R6
50.9903484,-114.0674451,7130,Fisher Road SE,T2H 0W3
50.9868443,-114.0674187,7475,Flint Road SE,T2H 1G3
50.9921271,-114.0691324,6939,Fisher Road SE,T2H 0K0
50.9862689,-114.0724540,7515,Macleod Trail SW,T2H 0L8
50.9937066,-114.0702014,6700,Macleod Trail S,T2H 0L3
50.9934839,-114.0779627,728,67 Avenue SW,T2V 0M1
51.0901811,-114.0531667,4215,Edmonton Trail NE,T2E 3V6
50.9379407,-113.9732779,12345,40 Street SE,T2Z 4E6
51.0372270,-113.9588738,1817,52 Street SE,T2B 2Y5
51.0365012,-113.9575619,1830,52 Street SE,T2B 1N1
51.0672833,-114.0653607,1703,1 Street NW,T2M 4P4
50.9911902,-114.0724260,7007,Macleod Trail SW,T2H 0L7
50.9911011,-114.0737381,7008,4A Street SW,T2V 0Z9
50.9889297,-114.0706016,7212,Macleod Trail SE,T2H 0L9
50.9864560,-114.0725393,7505,Macleod Trail S,T2H 0L8
50.9938849,-114.0801043,827,Glenmore Trail SW,T2V 2H4
50.9934667,-114.0809395,840,67 Avenue SW,T2V 0M5
50.9934672,-114.0803514,820,67 Avenue SW,T2V 0M5
50.9934973,-114.0795585,808,67 Avenue SW,T2V 0M5
50.9934923,-114.0791904,804,67 Avenue SW,T2V 0M5
50.9934924,-114.0798555,816,67 Avenue SW,T2V 0M5
50.9934946,-114.0825591,920,67 Avenue SW,T2V 0M7
50.9934670,-114.0822407,914,67 Avenue SW,T2V 0M7
50.9939176,-114.0819565,907,Glenmore Trail SW,T2V 2A6
50.9928518,-114.0817238,903,67 Avenue SW,T2V 0M8
50.9930152,-114.0821336,923,67 Avenue SW,T2V 0M8
50.9925901,-114.0825023,920,68 Avenue SW,T2V 0N6
50.9925077,-114.0818279,906,68 Avenue SW,T2V 0N6
50.9920760,-114.0826303,921,68 Avenue SW,T2V 0N7
50.8789418,-114.0714741,19369,Sheriff King Street SW,T2X 0T9
50.8779728,-114.0713608,19369,Sheriff King Street SW,T2X 0T9
50.8843217,-114.0073866,2300,194 Avenue SE,T2X 0R3
50.8782206,-114.0229132,1800,194 Avenue SE,T2X 0R3
50.8781149,-114.0239786,1800,194 Avenue SE,T2X 0R3
50.8788270,-114.0236683,1800,194 Avenue SE,T2X 0R3
50.8749421,-114.0386663,155,Walden Gate SE,T2X 0R2
50.8854975,-114.0233246,11,Chaparral Ridge Drive SE,T2X 3P7
50.8798838,-114.0236353,428,Chaparral Ravine View SE,T2X 0N2
50.8852343,-114.0240025,11,Chaparral Ridge Drive SE,T2X 3P7
50.8862435,-114.0265115,10,Chaparral Drive SE,T2X 3R7
50.8753709,-114.0362829,151,Walden Gate SE,T2X 0R2
50.8862028,-114.0255881,10,Chaparral Drive SE,T2X 3R7
50.8746270,-114.0357064,267,Walden Gate SE,T2X 0R2
51.0220388,-114.1270062,3504,Sarcee Road SW,T3E 4T4
51.0152149,-114.1393325,4525,31 Street SW,T3E 2P8
51.0218597,-114.1297680,3610,Sarcee Road SW,T3E 6V6
51.0542041,-114.1058503,219,19 Street NW,T2N 2H9
51.0541063,-114.1058974,217,19 Street NW,T2N 2H9
51.0539783,-114.1058766,213,19 Street NW,T2N 2H9
51.0499443,-114.1044764,1923,Broadview Road NW,T2N 3H6
51.0425768,-114.0964362,1528,12 Avenue SW,T3C 0P9
51.0370817,-114.0951218,1819,14 Street SW,T2T 3T1
51.0538656,-114.1058775,209,19 Street NW,T2N 2H9
51.0521327,-114.1194373,2528,Bowness Road NW,T2N 3L9
51.0707130,-114.1312192,2111,Uxbridge Drive NW,T2N 3Z3
51.0521562,-114.0924609,15,12 Street NW,T2N 1Y4
51.1041912,-114.1560671,4755,Dalton Drive NW,T3A 2Z7
51.1047972,-114.1555332,4735,Dalton Drive NW,T3A 2Z7
51.1030216,-114.1491459,5601,Dalton Drive NW,T3A 2E2
51.1017102,-114.1460793,5505,Shaganappi Trail NW,T3A 1Z6
51.1014562,-114.1470674,5404,Dalton Drive NW,T3A 2C3
51.0979451,-114.1396588,5030,Northland Drive NW,T2L 2J6
51.0523605,-114.0941682,1437,Kensington Road NW,T2N 3R1
51.0848871,-114.1381076,3650,36 Street NW,T2L 2L1
51.0821057,-114.1287725,3120,32 Avenue NW,T2N 1N7
51.0835571,-114.1289670,3113,31 Street NW,T2L 2A3
51.0791631,-114.1349130,250,Collegiate Boulevard NW,T2N 5A6
51.0537504,-114.1058806,207,19 Street NW,T2N 2H9
51.0384691,-114.1407273,1720,37 Street SW,T3C 3R1
51.0456913,-114.1805650,875,Strathcona Drive SW,T3H 2Z7
51.0842900,-114.1232150,3512,Charleswood Drive NW,T2L 2C3
50.9617775,-114.1215854,2600,Southland Drive SW,T2V 4J8
50.9624711,-114.1185138,10007,24 Street SW,T2V 5K3
50.9669377,-114.1314711,9632,Oakwood Drive SW,T2V 0L1
51.1044966,-114.1610291,301 5005,Dalhousie Drive NW,T3A 5R8
51.0495284,-114.0793579,815,4 Avenue SW,T2P 3G8
51.0459210,-114.0858823,820,10 Street SW,T2P 2X1
51.0464180,-114.0841080,1000,8 Avenue SW,T2P 3M7
51.0472997,-114.0815454,665,8 Street SW,T2P 3K7
51.0482909,-114.0830686,940,6 Avenue SW,T2P 3T1
51.0486394,-114.0815054,909,5 Avenue SW,T2P 3G5
51.0482346,-114.0806166,840,6 Avenue SW,T2P 3E5
51.0481575,-114.0782409,736,6 Avenue SW,T2P 3T7
51.0443912,-114.0865060,1040,10 Avenue SW,T2R 1M4
51.0443332,-114.0860121,1036,10 Avenue SW,T2R 1M4
51.0490402,-114.0754611,640,5 Avenue SW,T2P 3G4
51.0437912,-114.0895527,1003,11 Street SW,T2R 1G2
51.0672043,-114.0993399,1640,16 Avenue NW,T2M 0L6
51.0672218,-114.1005878,1716,16 Avenue NW,T2M 0L7
51.1111215,-114.1695304,6502,58 Street NW,T3A 2C8
51.1126769,-114.1613178,5500,Dalhart Road NW,T3A 1V6
51.1128444,-114.1596755,5432,Dalhart Road NW,T3A 1V6
51.0400886,-114.0746448,604,14 Avenue SW,T2R 0M8
51.0405150,-114.0745130,603,13 Avenue SW,T2R 0K6
51.0401227,-114.0749711,612,14 Avenue SW,T2R 0M8
51.0405217,-114.0751858,605,13 Avenue SW,T2R 0K6
51.0407318,-114.0797898,813,13 Avenue SW,T2R 0L1
51.0406830,-114.0804441,819,13 Avenue SW,T2R 0L1
51.0407448,-114.0813502,1300,8 Street SW,T2R 1B2
51.0391004,-114.0729080,524,15 Avenue SW,T2R 0R2
51.0391042,-114.0726901,520,15 Avenue SW,T2R 0R2
51.0420971,-114.0779808,718,12 Avenue SW,T2R 0H7
51.0374463,-114.1422222,3803,17 Avenue SW,T3E 0C3
51.1096554,-114.1542865,4820,Dalhart Road NW,T3A 1C2
51.0002403,-114.0666331,5920,1A Street SW,T2H 0G3
50.9994267,-114.0666229,6020,1A Street SW,T2H 0G3
50.9989434,-114.0670716,6110,1A Street SW,T2H 0G3
50.9982450,-114.0669453,6130,1A Street SW,T2H 0G3
51.0922736,-114.1431089,C 4501,37 Street NW,T2L 2J5
51.0955156,-114.1421614,4849,Northland Drive NW,T2L 2K3
51.0914576,-114.1484560,4255,40 Street NW,T3A 0H7
51.0919822,-114.1492895,4303,Varsity Drive NW,T3A 0Z7
51.1030508,-114.1489039,5601,Dalton Drive NW,T3A 2E2
51.1024914,-114.1544959,4944,Dalton Drive NW,T3A 2E6
51.0987657,-114.1466242,5100,Shaganappi Trail NW,T3A 2L7
51.0366941,-114.0735951,545,18 Avenue SW,T2S 0C6
51.0290497,-114.0803921,636,29 Avenue SW,T2S 0P1
51.0229942,-114.0832294,3602,8 Street SW,T2T 3A7
51.0814804,-114.1163528,3232,Cochrane Road NW,T2M 4J3
51.0864261,-114.1823801,6501,Bowness Road NW,T3B 0E8
51.0845642,-114.1807979,6328,35 Avenue NW,T3B 1S4
51.0931107,-114.1597686,4525,49 Street NW,T3A 0K4
51.0927872,-114.1613664,5225,Varsity Drive NW,T3A 1A7
51.0928942,-114.1595830,4525,Varsity Drive NW,T3A 0K4
51.0695032,-114.1594492,4500,16 Avenue NW,T4B 0M6
51.0678954,-114.1589836,4411,16 Avenue NW,T3B 0N8
51.0698041,-114.1610626,4603,16 Avenue NW,T4B 0M7
51.0552042,-114.1009195,402,18 Street NW,T2N 2G5
51.0566632,-114.1009186,512,18 Street NW,T2N 2G5
51.0592434,-114.0932468,1418,7 Avenue NW,T2N 0Z2
51.0453328,-114.0648885,131,8 Avenue SW;Stephen Avenue,T2P 1B4
51.0453196,-114.0644466,123,8 Avenue SW;Stephen Avenue,T2P 1B4
51.0458366,-114.0636740,110,8 Avenue SW;Stephen Avenue,T2P 1B3
51.0462797,-114.0650424,131,7 Avenue SW,T2P 1M6
51.0463249,-114.0635718,109,7 Avenue SW,T2P 0W5
51.0459313,-114.0669810,226;228;230;232,8 Avenue SW,T2P 1B5
51.0480068,-114.0741995,600,6 Avenue SW,T2P 0S5
51.0480548,-114.0753971,630,6 Avenue SW,T2P 0S8
51.0489957,-114.0742404,618,5 Avenue SW,T2P 0M7
51.0499606,-114.0749316,630,4 Avenue SW,T2P 0J9
51.0500225,-114.0770668,710,4 Avenue SW,T2P 0K3
51.0504419,-114.0777875,777,3 Avenue SW,T2P 0G8
51.0504732,-114.0769796,711,3 Avenue SW,T2P 0G8
51.0503967,-114.0764740,701,3 Avenue SW,T2P 5R3
51.0509647,-114.0764264,702,3 Avenue SW,T2P 3B4
51.0513962,-114.0778349,735,2 Avenue SW,T2P 0E4
51.0513765,-114.0769051,225,6 Street SW,T2P 3S1
51.0519643,-114.0762314,101,6 Street SW,T2P 5K7
51.0509582,-114.0671263,250,2 Street SW,T2P 0C1
51.0506735,-114.0663129,222,3 Avenue SW,T2P 0B4
51.0519302,-114.0629920,111,Riverfront Avenue SW,T2P 4Y8
51.0487038,-114.0566271,320,5 Avenue SE,T2G 0E5
51.0488325,-114.0537728,1,Dermot Baldwin Way SE,T2G 0P8
51.1434498,-114.1485263,10330,Hamptons Boulevard NW,T3A 6G2
51.1137937,-114.1485009,6911,Edgemont Drive NW,T3A 2J8
51.1027652,-114.1555174,4848,Dalton Drive NW,T3A 2E8
51.1028869,-114.1569999,4847,Dalton Drive NW,T3A 2G7
51.0355514,-114.1394374,2020,36 Street SW,T3E 2Z1
51.0761521,-114.1328137,169,University Gate NW,T2N 1N4
51.0852530,-114.1501645,3720,42 Street NW,T3A 0C6
51.0921284,-114.0080495,4300,21 Street NE,T2E 9A6
51.0895008,-114.0083215,2165,41 Avenue NE,T2E 6L2
51.0888172,-114.0122621,4001,19 Street NE,T2E 6X8
51.0915125,-114.0148357,4334,18 Street NE,T2E 8P4
51.0967342,-114.0355064,1111,49 Avenue NE,T2E 8V2
51.0522777,-114.0856424,104,10 Street NW,T2N 1V3
51.0523692,-114.0855773,106A,10 Street NW,T2N 1V3
51.0524253,-114.0855169,108,10 Street NW,T2N 1V3
51.1252645,-114.2006669,99,Crowfoot Crescent NW,T3G 2L5
51.1252969,-114.2087858,141,Crowfoot Way NW,T3G 4B7
51.1236216,-114.2061162,82,Crowfoot Circle NW,T3G 2T3
51.1245414,-114.2006389,39,Crowfoot Way NW,T3G 2L4
51.1296259,-114.2018730,480,Crowfoot Crescent NW,T3G 5H7
51.1299614,-114.2007962,400,Crowfoot Crescent NW,T3G 5H6
51.0560591,-114.0869776,1117,Gladstone Road NW,T2N 3E8
51.0540969,-114.0863168,301,10 Street NW,T2N 1V5
51.0534743,-114.0862958,223,10 Street NW,T2N 1V5
51.0528461,-114.0875538,207,10A Street NW,T2N 1W7
51.0526528,-114.0875513,1122,Kensington Road NW,T2N 3P3
51.0527086,-114.0877712,1126,Kensington Road NW,T2N 3P3
51.0526679,-114.0882758,1136,Kensington Road NW,T2N 3P3
51.0527326,-114.0885220,200-1140,Kensington Road NW,T2N 3P3
51.0525288,-114.0856485,110,10 Street NW,T2N 1V3
51.0526654,-114.0856299,116,10 Street NW,T2N 1V3
51.0529743,-114.0856323,126,10 Street NW,T2N 1V3
51.0530346,-114.0856141,130,10 Street NW,T2N 1V3
51.0531012,-114.0855745,130,10 Street NW,T2N 1V3
51.0531787,-114.0855773,132,10 Street NW,T2N 1V3
51.0532459,-114.0855691,134,10 Street NW,T2N 1V3
51.0534858,-114.0855370,150,10 Street NW,T2N 1V3
51.0537501,-114.0855032,1087,2 Avenue NW,T2N 5B2
51.0542349,-114.0856131,306,10 Street NW,T2N 1V8
51.0551684,-114.0856040,330,10 Street NW,T2N 1V8
51.0553791,-114.0855164,338,10 Street NW,T2N 1V8
51.0570452,-114.0854363,506,10 Street NW,T2N 1W3
51.1242764,-114.1398415,115,Edenwold Drive NW,T3A 3S8
51.1242805,-114.1391548,115,Edenwold Drive NW,T3A 3S8
51.1579457,-114.0198333,1832,115 Avenue NE,T3K 0P9
51.1597132,-114.0272269,11575,14 Street NE,T3K 5Y7
51.0799877,-114.0277554,3115,12 Street NE,T2E 7J2
51.0784201,-114.0284567,2938,11 Street NE,T2E 7L7
51.0779010,-114.0279455,2924,11 Street NE,T2E 7L7
51.0770908,-114.0273746,2882,11 Street NE,T2E 7S7
51.0767361,-114.0269019,2816,11 Street NE,T2E 7S7
51.0965695,-114.1362292,1484,Northmount Drive NW,T2L 0G5
51.0759633,-114.0230630,2609,15 Street NE,T2E 8Y4
51.0756525,-114.0259756,2615,12 Street NE,T2E 7L5
51.0791461,-114.0074694,2235,30 Avenue NE,T2E 7C7
51.0754632,-114.0112084,2016,25 Avenue NE,T2E 6Z4
51.0763020,-114.0056280,2727,23 Street NE,T2E 7M1
51.0447930,-113.9652268,4807,8 Avenue SE,T2A 4M1
51.0442097,-113.9603621,5105,8 Avenue SE,T2A 4M1
51.0828116,-113.9978143,3340,26 Street NE,T1Y 4T7
51.0875522,-114.0004944,2612,37 Avenue NE,T1Y 5L2
51.0868871,-113.9863651,3805,34 Street NE,T1Y 6Z8
51.0943389,-113.9962872,40,Hopewell Way NE,T3J 4V7
51.0848912,-113.9939626,3536,27 Street NE,T1Y 5E2
51.0833415,-113.9939572,3412,27 Street NE,T1Y 5E2
51.0854824,-113.9925947,3705,29 Street NE,T1Y 5W4
51.0823144,-113.9906615,3030,32 Avenue NE,T1Y 7A9
51.0831209,-113.9874519,3337,34 Avenue NE,T1Y 6H2
51.0803953,-113.9877408,3182,32 Street NE,T1Y 6J7
51.0855428,-114.1259723,3630,Brentwood Road NW,T2L 1K8
51.1040346,-114.1352275,5615,Barrett Drive NW,T2L 1W4
51.0878741,-114.0030236,2481,39 Avenue NE,T2E 8V8
51.0918027,-114.0100297,2003,McKnight Boulevard NE,T2E 6L2
51.0913965,-114.0125613,1935,McKnight Boulevard NE,T2N 6V4
51.0537253,-114.0848927,1120,Kensington Road NW,T2N 3P1
50.9536412,-113.9960956,11420,27 Street SE,T2Z 3R6
50.9540535,-113.9956164,11400,27 Street SE,T2Z 3R6
51.0514313,-114.0999504,1738,Bowness Road NW,T2N 3K2
51.0432959,-114.0710791,349-355,10 Avenue SW,T2R 0A5
51.0432664,-114.0696263,319-327,10 Avenue SW,T2R 0A5
51.0432518,-114.0692590,317,10 Avenue SW,T2R 0A5
51.0431864,-114.0671768,219-225,10 Avenue SW,T2R 0A4
51.0431693,-114.0667025,215,10 Avenue SW,T2R 0A4
51.0431590,-114.0663790,211,10 Avenue SW,T2R 0A4
51.0431386,-114.0660348,1001,1 Street SW,T2R 0T8
51.0428967,-114.0719536,1015,4 Street SW,T2R 1J4
51.0428763,-114.0724251,514,11 Avenue SW,T2R 0C8
51.0428922,-114.0727481,522,11 Avenue SW,T2R 0C8
51.0428911,-114.0729695,524,11 Avenue SW,T2R 0C8
51.0429502,-114.0737040,550,11 Avenue SW,T2R 1M7
51.0433589,-114.0737368,535,10 Avenue SW,T2R 0A8
51.0433133,-114.0724864,517,10 Avenue SW,T2R 0A8
51.0430045,-114.0756403,628,11 Avenue SW,T2R 0E2
51.0433900,-114.0753577,629,10 Avenue SW,T2R 0B2
51.0433939,-114.0745784,601,10 Avenue SW,T2R 0B2
51.0434389,-114.0769927,707,10 Avenue SW,T2R 0B3
51.0425329,-114.0780776,727,11 Avenue SW,T2R 0E3
51.0421436,-114.0786047,788,12 Avenue SW,T2R 0H1
51.0420773,-114.0762916,640,12 Avenue SW,T2R 0H5
51.0420391,-114.0758105,628,12 Avenue SW,T2R 0H6
51.0420533,-114.0753753,620,12 Avenue SW,T2R 0H5
51.0424586,-114.0748044,611,11 Avenue SW,T2R 0E1
51.0420327,-114.0746913,602,12 Avenue SW,T2R 1J3
51.0948492,-113.9997661,25,Hopewell Way NE,T3J 4V7
51.0940564,-113.9984132,45,Hopewell Way NE,T3J 4V7
51.0924808,-114.0798377,412,Northmount Drive NW,T2K 3H6
51.0921513,-114.0768396,11,Holmwood Avenue NW,T2K 2G5
